58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
58423153,52913813,967 WT,1
24964624,25227436,DuckCelt-T17,0
24964624,25262792,DuckCelt-T17,1
24964624,16654980,DuckCelt-T17,1
24964624,17755052,DuckCelt-T17,1
24964624,56649450,DuckCelt-T17,1
24964624,52913813,DuckCelt-T17,1
24964624,52913813,DuckCelt-T17,1
24964624,52913813,DuckCelt-T17,1
24964624,52913813,DuckCelt-T17,1
24964624,52913813,DuckCelt-T17,1
24964624,52913813,DuckCelt-T17,1
24964624,52913813,DuckCelt-T17,1
24964624,52913813,DuckCelt-T17,1
24964624,52913813,DuckCelt-T17,1
25227436,16654980,DuckCelt-T17,1
25227436,17755052,DuckCelt-T17,1
25227436,56649450,DuckCelt-T17,0
25227436,52913813,DuckCelt-T17,1
56599293,24964624,DuckCelt-T17,1
56599293,25227436,DuckCelt-T17,1
56599293,86661883,DuckCelt-T17,1
56599293,51039095,DuckCelt-T17,1
56599293,25262792,DuckCelt-T17,1
56599293,17755052,DuckCelt-T17,1
56599293,52913813,DuckCelt-T17,1
54761306,24964624,DuckCelt-T17,1
54761306,25227436,DuckCelt-T17,1
54761306,86661883,DuckCelt-T17,1
54761306,51039095,DuckCelt-T17,1
54761306,10127622,DuckCelt-T17,1
54761306,25262792,DuckCelt-T17,1
54761306,17755052,DuckCelt-T17,1
54761306,52913813,DuckCelt-T17,1
86661883,24964624,DuckCelt-T17,1
86661883,51039095,DuckCelt-T17,1
86661883,10127622,DuckCelt-T17,1
86661883,25262792,DuckCelt-T17,1
86661883,16654980,DuckCelt-T17,1
86661883,17755052,DuckCelt-T17,1
86661883,56649450,DuckCelt-T17,1
86661883,52913813,DuckCelt-T17,1
10184653,24964624,DuckCelt-T17,1
10184653,25227436,DuckCelt-T17,1
10184653,86661883,DuckCelt-T17,1
10184653,51039095,DuckCelt-T17,1
10184653,10127622,DuckCelt-T17,1
10184653,25262792,DuckCelt-T17,1
10184653,17755052,DuckCelt-T17,1
10184653,52913813,DuckCelt-T17,1
11488320,24964624,DuckCelt-T17,1
11488320,25227436,DuckCelt-T17,1
11488320,86661883,DuckCelt-T17,1
11488320,51039095,DuckCelt-T17,1
11488320,10127622,DuckCelt-T17,1
11488320,25262792,DuckCelt-T17,1
11488320,16654980,DuckCelt-T17,1
11488320,17755052,DuckCelt-T17,1
11488320,56649450,DuckCelt-T17,1
11488320,52913813,DuckCelt-T17,1
11488320,52913813,DuckCelt-T17,1
11488320,52913813,DuckCelt-T17,1
11488320,52913813,DuckCelt-T17,1
11488320,52913813,DuckCelt-T17,1
11488320,52913813,DuckCelt-T17,1
11488320,52913813,DuckCelt-T17,1
11488320,52913813,DuckCelt-T17,1
11488320,52913813,DuckCelt-T17,1
57519543,24964624,DuckCelt-T17,1
57519543,25227436,DuckCelt-T17,1
57519543,86661883,DuckCelt-T17,1
57519543,10127622,DuckCelt-T17,1
57519543,25262792,DuckCelt-T17,0
57519543,17755052,DuckCelt-T17,1
57519543,52913813,DuckCelt-T17,1
57519543,52913813,DuckCelt-T17,1
51039095,25227436,DuckCelt-T17,1
51039095,25262792,DuckCelt-T17,1
51039095,17755052,DuckCelt-T17,1
51039095,56649450,DuckCelt-T17,1
25262792,10127622,DuckCelt-T17,1
23725625,24964624,DuckCelt-T17,1
23725625,25227436,DuckCelt-T17,1
23725625,86661883,DuckCelt-T17,1
23725625,51039095,DuckCelt-T17,1
23725625,10127622,DuckCelt-T17,1
23725625,25262792,DuckCelt-T17,1
23725625,17755052,DuckCelt-T17,1
23725625,52913813,DuckCelt-T17,1
16654980,10127622,DuckCelt-T17,1
16654980,25262792,DuckCelt-T17,1
17755052,10127622,DuckCelt-T17,1
17755052,25262792,DuckCelt-T17,1
56649450,10127622,DuckCelt-T17,1
56649450,25262792,DuckCelt-T17,1
56649450,16654980,DuckCelt-T17,1
56649450,17755052,DuckCelt-T17,0
52913813,10127622,DuckCelt-T17,1
52913813,25262792,DuckCelt-T17,1
52913813,56649450,DuckCelt-T17,1
58423153,24964624,DuckCelt-T17,1
58423153,25227436,DuckCelt-T17,1
58423153,86661883,DuckCelt-T17,1
58423153,51039095,DuckCelt-T17,1
58423153,10127622,DuckCelt-T17,1
58423153,25262792,DuckCelt-T17,1
58423153,17755052,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
58423153,52913813,DuckCelt-T17,1
11358077,10475633,3D7,1
73265317,10475633,3D7,1
6917864,10475633,3D7,1
57519524,10475633,3D7,1
73330432,10475633,3D7,1
57519542,10475633,3D7,1
57519526,10475633,3D7,1
73330430,10475633,3D7,1
74989,10475633,3D7,0
37392,10475633,3D7,1
73357,10475633,3D7,1
29112,10475633,3D7,1
4139,10475633,3D7,1
448013,10475633,3D7,0
457193,10475633,3D7,1
44469321,10475633,3D7,0
9851692,10475633,3D7,1
49849912,10475633,3D7,1
68827,10475633,3D7,1
73330431,10475633,3D7,1
441074,10475633,3D7,1
2719,10475633,3D7,1
64646,10475633,3D7,1
3000506,10475633,3D7,1
107771,10475633,3D7,1
108031,10475633,3D7,1
73265252,10475633,3D7,1
6178111,10475633,3D7,1
53494972,10475633,3D7,1
135903606,10475633,3D7,1
148124,10475633,3D7,1
53248764,10475633,3D7,1
16759993,10475633,3D7,1
6135,10475633,3D7,1
10354063,10475633,3D7,1
16725316,10475633,3D7,1
572,10475633,3D7,1
162204,10475633,3D7,1
4189,10475633,3D7,0
92727,10475633,3D7,1
5311,10475633,3D7,1
73265241,10475633,3D7,0
92178,10475633,3D7,1
10531,10475633,3D7,1
6917715,10475633,3D7,1
9914412,10475633,3D7,1
5312126,10475633,3D7,1
11980904,10475633,3D7,1
17134,10475633,3D7,0
4055,10475633,3D7,1
54671203,10475633,3D7,1
73265194,10475633,3D7,0
2520,10475633,3D7,1
108107,10475633,3D7,1
4993,10475633,3D7,1
5578,10475633,3D7,1
3899,10475633,3D7,1
5329,10475633,3D7,1
11499245,10475633,3D7,1
159324,10475633,3D7,1
2764,10475633,3D7,1
136257949,10475633,3D7,1
5564,10475633,3D7,1
44251608,10475633,3D7,1
60663,10475633,3D7,1
102426,10475633,3D7,1
65856,10475633,3D7,1
9936727,10475633,3D7,1
5160,10475633,3D7,1
6604042,10475633,3D7,1
4500,10475633,3D7,1
14676,10475633,3D7,0
2377,10475633,3D7,0
2725,10475633,3D7,0
667477,10475633,3D7,0
2995,10475633,3D7,1
3100,10475633,3D7,1
10035933,10475633,3D7,1
443390,10475633,3D7,0
6127,10475633,3D7,1
5052,10475633,3D7,1
71386,10475633,3D7,1
38945,10475633,3D7,1
5311340,10475633,3D7,1
216239,10475633,3D7,1
7547,10475633,3D7,1
969516,10475633,3D7,1
57519526,6917864,3D7,1
37392,6917864,3D7,1
74989,6917864,3D7,1
73357,6917864,3D7,1
29112,6917864,3D7,1
4139,6917864,3D7,1
448013,6917864,3D7,1
457193,6917864,3D7,1
44469321,6917864,3D7,1
9851692,6917864,3D7,1
49849912,6917864,3D7,1
3000506,6917864,3D7,1
107771,6917864,3D7,1
10354063,6917864,3D7,1
108031,6917864,3D7,1
73265252,6917864,3D7,1
572,6917864,3D7,1
53248764,6917864,3D7,1
148124,6917864,3D7,1
53494972,6917864,3D7,1
135903606,6917864,3D7,1
16725316,6917864,3D7,1
92727,6917864,3D7,1
5311,6917864,3D7,1
73265241,6917864,3D7,1
10531,6917864,3D7,1
17134,6917864,3D7,1
73265194,6917864,3D7,1
4189,6917864,3D7,1
2520,6917864,3D7,1
4993,6917864,3D7,1
5160,6917864,3D7,1
92178,6917864,3D7,1
2725,6917864,3D7,1
667477,6917864,3D7,1
3100,6917864,3D7,1
443390,6917864,3D7,0
5052,6917864,3D7,0
71386,6917864,3D7,0
6917715,6917864,3D7,1
5311340,6917864,3D7,1
9914412,6917864,3D7,1
216239,6917864,3D7,1
37392,57519526,3D7,1
74989,57519526,3D7,1
73357,57519526,3D7,1
29112,57519526,3D7,1
4139,57519526,3D7,1
448013,57519526,3D7,1
457193,57519526,3D7,1
44469321,57519526,3D7,1
9851692,57519526,3D7,1
49849912,57519526,3D7,1
3000506,57519526,3D7,1
107771,57519526,3D7,1
10354063,57519526,3D7,1
108031,57519526,3D7,1
73265252,57519526,3D7,1
572,57519526,3D7,1
53248764,57519526,3D7,1
148124,57519526,3D7,1
53494972,57519526,3D7,1
135903606,57519526,3D7,1
16725316,57519526,3D7,1
92727,57519526,3D7,1
5311,57519526,3D7,1
73265241,57519526,3D7,1
10531,57519526,3D7,1
17134,57519526,3D7,1
73265194,57519526,3D7,1
4189,57519526,3D7,1
2520,57519526,3D7,1
4993,57519526,3D7,1
5160,57519526,3D7,1
92178,57519526,3D7,1
2725,57519526,3D7,1
667477,57519526,3D7,1
3100,57519526,3D7,1
443390,57519526,3D7,1
5052,57519526,3D7,1
71386,57519526,3D7,1
6917715,57519526,3D7,1
5311340,57519526,3D7,1
9914412,57519526,3D7,1
216239,57519526,3D7,1
74989,37392,3D7,1
73357,37392,3D7,1
29112,37392,3D7,1
4139,37392,3D7,1
448013,37392,3D7,1
457193,37392,3D7,1
44469321,37392,3D7,1
9851692,37392,3D7,1
49849912,37392,3D7,1
3000506,37392,3D7,1
107771,37392,3D7,1
10354063,37392,3D7,1
108031,37392,3D7,1
73265252,37392,3D7,1
572,37392,3D7,1
53248764,37392,3D7,1
148124,37392,3D7,0
53494972,37392,3D7,1
135903606,37392,3D7,1
16725316,37392,3D7,1
92727,37392,3D7,1
5311,37392,3D7,1
73265241,37392,3D7,1
10531,37392,3D7,1
17134,37392,3D7,0
73265194,37392,3D7,1
4189,37392,3D7,1
2520,37392,3D7,1
4993,37392,3D7,1
5160,37392,3D7,1
92178,37392,3D7,1
2725,37392,3D7,1
667477,37392,3D7,1
3100,37392,3D7,1
443390,37392,3D7,1
5052,37392,3D7,1
71386,37392,3D7,1
6917715,37392,3D7,1
5311340,37392,3D7,1
9914412,37392,3D7,1
216239,37392,3D7,1
73357,74989,3D7,1
29112,74989,3D7,1
4139,74989,3D7,1
448013,74989,3D7,1
457193,74989,3D7,1
44469321,74989,3D7,1
9851692,74989,3D7,1
49849912,74989,3D7,1
3000506,74989,3D7,1
107771,74989,3D7,1
10354063,74989,3D7,1
108031,74989,3D7,1
73265252,74989,3D7,1
572,74989,3D7,1
53248764,74989,3D7,1
148124,74989,3D7,1
53494972,74989,3D7,1
135903606,74989,3D7,1
16725316,74989,3D7,0
92727,74989,3D7,1
5311,74989,3D7,1
73265241,74989,3D7,1
10531,74989,3D7,1
17134,74989,3D7,1
73265194,74989,3D7,1
4189,74989,3D7,1
2520,74989,3D7,0
4993,74989,3D7,1
5160,74989,3D7,1
92178,74989,3D7,1
2725,74989,3D7,1
667477,74989,3D7,1
3100,74989,3D7,1
443390,74989,3D7,1
5052,74989,3D7,1
71386,74989,3D7,1
6917715,74989,3D7,1
5311340,74989,3D7,1
9914412,74989,3D7,1
216239,74989,3D7,1
29112,73357,3D7,0
4139,73357,3D7,1
448013,73357,3D7,1
457193,73357,3D7,1
44469321,73357,3D7,1
9851692,73357,3D7,1
49849912,73357,3D7,1
3000506,73357,3D7,1
107771,73357,3D7,1
10354063,73357,3D7,0
108031,73357,3D7,1
73265252,73357,3D7,0
572,73357,3D7,1
53248764,73357,3D7,1
148124,73357,3D7,0
53494972,73357,3D7,0
135903606,73357,3D7,1
16725316,73357,3D7,1
92727,73357,3D7,1
5311,73357,3D7,0
73265241,73357,3D7,1
10531,73357,3D7,1
17134,73357,3D7,1
73265194,73357,3D7,1
4189,73357,3D7,0
2520,73357,3D7,0
4993,73357,3D7,1
5160,73357,3D7,1
92178,73357,3D7,1
2725,73357,3D7,0
667477,73357,3D7,0
3100,73357,3D7,1
443390,73357,3D7,1
5052,73357,3D7,1
71386,73357,3D7,1
6917715,73357,3D7,0
5311340,73357,3D7,1
9914412,73357,3D7,1
216239,73357,3D7,1
4139,29112,3D7,1
448013,29112,3D7,1
457193,29112,3D7,1
44469321,29112,3D7,1
9851692,29112,3D7,1
49849912,29112,3D7,1
3000506,29112,3D7,1
107771,29112,3D7,1
10354063,29112,3D7,1
108031,29112,3D7,1
73265252,29112,3D7,1
572,29112,3D7,1
53248764,29112,3D7,1
148124,29112,3D7,1
53494972,29112,3D7,1
135903606,29112,3D7,1
16725316,29112,3D7,1
92727,29112,3D7,1
5311,29112,3D7,1
73265241,29112,3D7,1
10531,29112,3D7,1
17134,29112,3D7,1
73265194,29112,3D7,1
4189,29112,3D7,1
2520,29112,3D7,1
4993,29112,3D7,1
5160,29112,3D7,1
92178,29112,3D7,1
2725,29112,3D7,1
667477,29112,3D7,1
3100,29112,3D7,1
443390,29112,3D7,1
5052,29112,3D7,1
71386,29112,3D7,1
6917715,29112,3D7,1
5311340,29112,3D7,1
9914412,29112,3D7,1
216239,29112,3D7,1
448013,4139,3D7,1
457193,4139,3D7,1
44469321,4139,3D7,1
9851692,4139,3D7,1
49849912,4139,3D7,1
3000506,4139,3D7,1
107771,4139,3D7,0
10354063,4139,3D7,1
108031,4139,3D7,1
73265252,4139,3D7,1
572,4139,3D7,1
53248764,4139,3D7,1
148124,4139,3D7,1
53494972,4139,3D7,1
135903606,4139,3D7,1
16725316,4139,3D7,1
92727,4139,3D7,1
5311,4139,3D7,1
73265241,4139,3D7,1
10531,4139,3D7,1
17134,4139,3D7,1
73265194,4139,3D7,1
4189,4139,3D7,1
2520,4139,3D7,1
4993,4139,3D7,1
5160,4139,3D7,1
92178,4139,3D7,1
2725,4139,3D7,1
667477,4139,3D7,1
3100,4139,3D7,1
443390,4139,3D7,1
5052,4139,3D7,1
71386,4139,3D7,1
6917715,4139,3D7,1
5311340,4139,3D7,1
9914412,4139,3D7,1
216239,4139,3D7,1
457193,448013,3D7,1
44469321,448013,3D7,0
9851692,448013,3D7,1
49849912,448013,3D7,1
3000506,448013,3D7,1
107771,448013,3D7,1
10354063,448013,3D7,0
108031,448013,3D7,1
73265252,448013,3D7,1
572,448013,3D7,1
53248764,448013,3D7,1
148124,448013,3D7,1
53494972,448013,3D7,1
135903606,448013,3D7,1
16725316,448013,3D7,1
92727,448013,3D7,1
5311,448013,3D7,1
73265241,448013,3D7,1
10531,448013,3D7,1
17134,448013,3D7,1
73265194,448013,3D7,1
4189,448013,3D7,1
2520,448013,3D7,1
4993,448013,3D7,1
5160,448013,3D7,1
92178,448013,3D7,1
2725,448013,3D7,1
667477,448013,3D7,1
3100,448013,3D7,1
443390,448013,3D7,1
5052,448013,3D7,1
71386,448013,3D7,1
6917715,448013,3D7,1
5311340,448013,3D7,1
9914412,448013,3D7,1
216239,448013,3D7,1
44469321,457193,3D7,0
9851692,457193,3D7,0
49849912,457193,3D7,1
3000506,457193,3D7,1
107771,457193,3D7,1
10354063,457193,3D7,0
108031,457193,3D7,1
73265252,457193,3D7,1
572,457193,3D7,1
53248764,457193,3D7,1
148124,457193,3D7,0
53494972,457193,3D7,1
135903606,457193,3D7,1
16725316,457193,3D7,1
92727,457193,3D7,1
5311,457193,3D7,1
73265241,457193,3D7,1
10531,457193,3D7,1
17134,457193,3D7,1
73265194,457193,3D7,1
4189,457193,3D7,1
2520,457193,3D7,1
4993,457193,3D7,1
5160,457193,3D7,1
92178,457193,3D7,1
2725,457193,3D7,1
667477,457193,3D7,1
3100,457193,3D7,1
443390,457193,3D7,1
5052,457193,3D7,1
71386,457193,3D7,1
6917715,457193,3D7,1
5311340,457193,3D7,1
9914412,457193,3D7,1
216239,457193,3D7,1
9851692,44469321,3D7,0
49849912,44469321,3D7,1
3000506,44469321,3D7,1
107771,44469321,3D7,1
10354063,44469321,3D7,1
108031,44469321,3D7,0
73265252,44469321,3D7,1
572,44469321,3D7,1
53248764,44469321,3D7,1
148124,44469321,3D7,1
53494972,44469321,3D7,0
135903606,44469321,3D7,1
16725316,44469321,3D7,1
92727,44469321,3D7,1
5311,44469321,3D7,1
73265241,44469321,3D7,0
10531,44469321,3D7,1
17134,44469321,3D7,1
73265194,44469321,3D7,1
4189,44469321,3D7,1
2520,44469321,3D7,0
4993,44469321,3D7,1
5160,44469321,3D7,1
92178,44469321,3D7,1
2725,44469321,3D7,1
667477,44469321,3D7,0
3100,44469321,3D7,1
443390,44469321,3D7,1
5052,44469321,3D7,1
71386,44469321,3D7,1
6917715,44469321,3D7,0
5311340,44469321,3D7,1
9914412,44469321,3D7,1
216239,44469321,3D7,1
49849912,9851692,3D7,0
3000506,9851692,3D7,0
107771,9851692,3D7,1
10354063,9851692,3D7,1
108031,9851692,3D7,1
73265252,9851692,3D7,1
572,9851692,3D7,1
53248764,9851692,3D7,1
148124,9851692,3D7,1
53494972,9851692,3D7,1
135903606,9851692,3D7,1
16725316,9851692,3D7,1
92727,9851692,3D7,1
5311,9851692,3D7,1
73265241,9851692,3D7,1
10531,9851692,3D7,1
17134,9851692,3D7,1
73265194,9851692,3D7,1
4189,9851692,3D7,1
2520,9851692,3D7,1
4993,9851692,3D7,1
5160,9851692,3D7,1
92178,9851692,3D7,1
2725,9851692,3D7,1
667477,9851692,3D7,1
3100,9851692,3D7,1
443390,9851692,3D7,1
5052,9851692,3D7,1
71386,9851692,3D7,1
6917715,9851692,3D7,1
5311340,9851692,3D7,1
9914412,9851692,3D7,1
216239,9851692,3D7,1
3000506,49849912,3D7,1
107771,49849912,3D7,1
10354063,49849912,3D7,1
108031,49849912,3D7,1
73265252,49849912,3D7,1
572,49849912,3D7,1
53248764,49849912,3D7,0
148124,49849912,3D7,1
53494972,49849912,3D7,1
135903606,49849912,3D7,1
16725316,49849912,3D7,1
92727,49849912,3D7,0
5311,49849912,3D7,1
73265241,49849912,3D7,1
10531,49849912,3D7,1
17134,49849912,3D7,1
73265194,49849912,3D7,1
4189,49849912,3D7,1
2520,49849912,3D7,1
4993,49849912,3D7,1
5160,49849912,3D7,1
92178,49849912,3D7,1
2725,49849912,3D7,1
667477,49849912,3D7,1
3100,49849912,3D7,1
443390,49849912,3D7,1
5052,49849912,3D7,1
71386,49849912,3D7,1
6917715,49849912,3D7,1
5311340,49849912,3D7,1
9914412,49849912,3D7,1
216239,49849912,3D7,1
107771,3000506,3D7,1
10354063,3000506,3D7,1
108031,3000506,3D7,1
73265252,3000506,3D7,1
572,3000506,3D7,1
53248764,3000506,3D7,1
148124,3000506,3D7,0
53494972,3000506,3D7,0
135903606,3000506,3D7,1
16725316,3000506,3D7,1
92727,3000506,3D7,1
5311,3000506,3D7,1
73265241,3000506,3D7,0
10531,3000506,3D7,1
17134,3000506,3D7,0
73265194,3000506,3D7,1
4189,3000506,3D7,1
2520,3000506,3D7,1
4993,3000506,3D7,1
5160,3000506,3D7,1
92178,3000506,3D7,1
2725,3000506,3D7,1
667477,3000506,3D7,1
3100,3000506,3D7,1
443390,3000506,3D7,1
5052,3000506,3D7,1
71386,3000506,3D7,1
6917715,3000506,3D7,0
5311340,3000506,3D7,1
9914412,3000506,3D7,1
216239,3000506,3D7,1
10354063,107771,3D7,0
108031,107771,3D7,0
73265252,107771,3D7,1
572,107771,3D7,1
53248764,107771,3D7,0
148124,107771,3D7,1
53494972,107771,3D7,0
135903606,107771,3D7,0
16725316,107771,3D7,1
92727,107771,3D7,1
5311,107771,3D7,1
73265241,107771,3D7,1
10531,107771,3D7,1
17134,107771,3D7,1
73265194,107771,3D7,1
4189,107771,3D7,1
2520,107771,3D7,1
4993,107771,3D7,1
5160,107771,3D7,1
92178,107771,3D7,1
2725,107771,3D7,1
667477,107771,3D7,1
3100,107771,3D7,1
443390,107771,3D7,1
5052,107771,3D7,1
71386,107771,3D7,1
6917715,107771,3D7,1
5311340,107771,3D7,1
9914412,107771,3D7,1
216239,107771,3D7,1
108031,10354063,3D7,1
73265252,10354063,3D7,1
572,10354063,3D7,1
53248764,10354063,3D7,1
148124,10354063,3D7,1
53494972,10354063,3D7,1
135903606,10354063,3D7,1
16725316,10354063,3D7,1
92727,10354063,3D7,1
5311,10354063,3D7,1
73265241,10354063,3D7,1
10531,10354063,3D7,1
17134,10354063,3D7,1
73265194,10354063,3D7,1
4189,10354063,3D7,1
2520,10354063,3D7,0
4993,10354063,3D7,1
5160,10354063,3D7,1
92178,10354063,3D7,0
2725,10354063,3D7,1
667477,10354063,3D7,0
3100,10354063,3D7,1
443390,10354063,3D7,1
5052,10354063,3D7,1
71386,10354063,3D7,0
6917715,10354063,3D7,1
5311340,10354063,3D7,1
9914412,10354063,3D7,1
216239,10354063,3D7,1
73265252,108031,3D7,1
572,108031,3D7,1
53248764,108031,3D7,1
148124,108031,3D7,1
53494972,108031,3D7,1
135903606,108031,3D7,1
16725316,108031,3D7,1
92727,108031,3D7,1
5311,108031,3D7,1
73265241,108031,3D7,1
10531,108031,3D7,1
17134,108031,3D7,1
73265194,108031,3D7,1
4189,108031,3D7,1
2520,108031,3D7,1
4993,108031,3D7,1
5160,108031,3D7,1
92178,108031,3D7,1
2725,108031,3D7,1
667477,108031,3D7,1
3100,108031,3D7,1
443390,108031,3D7,0
5052,108031,3D7,1
71386,108031,3D7,1
6917715,108031,3D7,1
5311340,108031,3D7,1
9914412,108031,3D7,1
216239,108031,3D7,1
572,73265252,3D7,1
53248764,73265252,3D7,1
148124,73265252,3D7,1
53494972,73265252,3D7,1
135903606,73265252,3D7,1
16725316,73265252,3D7,1
92727,73265252,3D7,1
5311,73265252,3D7,1
73265241,73265252,3D7,1
10531,73265252,3D7,1
17134,73265252,3D7,1
73265194,73265252,3D7,1
4189,73265252,3D7,1
2520,73265252,3D7,1
4993,73265252,3D7,1
5160,73265252,3D7,1
92178,73265252,3D7,1
2725,73265252,3D7,1
667477,73265252,3D7,1
3100,73265252,3D7,1
443390,73265252,3D7,1
5052,73265252,3D7,1
71386,73265252,3D7,1
6917715,73265252,3D7,1
5311340,73265252,3D7,1
9914412,73265252,3D7,1
216239,73265252,3D7,1
53248764,572,3D7,1
148124,572,3D7,0
53494972,572,3D7,0
135903606,572,3D7,0
16725316,572,3D7,1
92727,572,3D7,1
5311,572,3D7,1
73265241,572,3D7,1
10531,572,3D7,1
17134,572,3D7,0
73265194,572,3D7,1
4189,572,3D7,1
2520,572,3D7,1
4993,572,3D7,1
5160,572,3D7,1
92178,572,3D7,1
2725,572,3D7,1
667477,572,3D7,1
3100,572,3D7,1
443390,572,3D7,1
5052,572,3D7,1
71386,572,3D7,1
6917715,572,3D7,1
5311340,572,3D7,1
9914412,572,3D7,1
216239,572,3D7,1
148124,53248764,3D7,1
53494972,53248764,3D7,1
135903606,53248764,3D7,1
16725316,53248764,3D7,1
92727,53248764,3D7,1
5311,53248764,3D7,1
73265241,53248764,3D7,1
10531,53248764,3D7,1
17134,53248764,3D7,1
73265194,53248764,3D7,1
4189,53248764,3D7,0
2520,53248764,3D7,1
4993,53248764,3D7,1
